match_id,season,team1,team2,venue,pitch_type,toss_winner,toss_decision,winner
1201,2016,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1202,2017,Lucknow Super Giants,Rajasthan Royals,"PCA Stadium, Mullanpur",bowling-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
1203,2018,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",balanced,Gujarat Titans,field,Kolkata Knight Riders
1204,2019,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",pace-friendly,Kolkata Knight Riders,field,Sunrisers Hyderabad
1205,2020,Mumbai Indians,Punjab Kings,"Arun Jaitley Stadium, Delhi",balanced,Mumbai Indians,field,Mumbai Indians
1206,2021,Lucknow Super Giants,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1207,2022,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1208,2023,Rajasthan Royals,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Chennai Super Kings,field,Rajasthan Royals
1209,2024,Delhi Capitals,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",batting,Delhi Capitals,field,Rajasthan Royals
1210,2025,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,bat,Sunrisers Hyderabad
1211,2016,Punjab Kings,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1212,2017,Royal Challengers Bengaluru,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1213,2018,Lucknow Super Giants,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,field,Sunrisers Hyderabad
1214,2019,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,field,Mumbai Indians
1215,2020,Lucknow Super Giants,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,bat,Gujarat Titans
1216,2021,Lucknow Super Giants,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1217,2022,Kolkata Knight Riders,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Kolkata Knight Riders,field,Lucknow Super Giants
1218,2023,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1219,2024,Gujarat Titans,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,bat,Gujarat Titans
1220,2025,Royal Challengers Bengaluru,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Royal Challengers Bengaluru
1221,2016,Lucknow Super Giants,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
1222,2017,Gujarat Titans,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Delhi Capitals,bat,Gujarat Titans
1223,2018,Rajasthan Royals,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Kolkata Knight Riders
1224,2019,Royal Challengers Bengaluru,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Punjab Kings
1225,2020,Punjab Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",pace-friendly,Mumbai Indians,field,Mumbai Indians
1226,2021,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1227,2022,Rajasthan Royals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Rajasthan Royals,field,Chennai Super Kings
1228,2023,Rajasthan Royals,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,bat,Rajasthan Royals
1229,2024,Chennai Super Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,bat,Chennai Super Kings
1230,2025,Rajasthan Royals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",pace-friendly,Punjab Kings,field,Rajasthan Royals
1231,2016,Royal Challengers Bengaluru,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1232,2017,Punjab Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",bowling-friendly,Punjab Kings,bat,Punjab Kings
1233,2018,Royal Challengers Bengaluru,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,bat,Chennai Super Kings
1234,2019,Lucknow Super Giants,Gujarat Titans,"Wankhede Stadium, Mumbai",bowling-friendly,Gujarat Titans,field,Lucknow Super Giants
1235,2020,Lucknow Super Giants,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
1236,2021,Delhi Capitals,Gujarat Titans,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,bat,Gujarat Titans
1237,2022,Chennai Super Kings,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
1238,2023,Chennai Super Kings,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,field,Chennai Super Kings
1239,2024,Punjab Kings,Sunrisers Hyderabad,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Punjab Kings
1240,2025,Rajasthan Royals,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",spin-friendly,Mumbai Indians,bat,Mumbai Indians
1241,2016,Delhi Capitals,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,bat,Gujarat Titans
1242,2017,Chennai Super Kings,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
1243,2018,Sunrisers Hyderabad,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,bat,Sunrisers Hyderabad
1244,2019,Lucknow Super Giants,Chennai Super Kings,"PCA Stadium, Mullanpur",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1245,2020,Mumbai Indians,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,bat,Mumbai Indians
1246,2021,Punjab Kings,Delhi Capitals,"Ekana Stadium, Lucknow",pace-friendly,Punjab Kings,field,Delhi Capitals
1247,2022,Gujarat Titans,Chennai Super Kings,"Ekana Stadium, Lucknow",pace-friendly,Gujarat Titans,field,Chennai Super Kings
1248,2023,Delhi Capitals,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Rajasthan Royals,field,Rajasthan Royals
1249,2024,Chennai Super Kings,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,field,Chennai Super Kings
1250,2025,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",bowling-friendly,Rajasthan Royals,field,Kolkata Knight Riders
1251,2016,Chennai Super Kings,Lucknow Super Giants,"Ekana Stadium, Lucknow",pace-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
1252,2017,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,bat,Mumbai Indians
1253,2018,Lucknow Super Giants,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Lucknow Super Giants,field,Lucknow Super Giants
1254,2019,Delhi Capitals,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1255,2020,Kolkata Knight Riders,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1256,2021,Sunrisers Hyderabad,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Sunrisers Hyderabad,field,Kolkata Knight Riders
1257,2022,Gujarat Titans,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,field,Chennai Super Kings
1258,2023,Punjab Kings,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Lucknow Super Giants,field,Lucknow Super Giants
1259,2024,Delhi Capitals,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,field,Gujarat Titans
1260,2025,Rajasthan Royals,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Gujarat Titans,bat,Gujarat Titans
1261,2016,Royal Challengers Bengaluru,Lucknow Super Giants,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Lucknow Super Giants
1262,2017,Lucknow Super Giants,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,bat,Punjab Kings
1263,2018,Mumbai Indians,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Mumbai Indians
1264,2019,Punjab Kings,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1265,2020,Delhi Capitals,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Delhi Capitals
1266,2021,Lucknow Super Giants,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,bat,Kolkata Knight Riders
1267,2022,Delhi Capitals,Rajasthan Royals,"PCA Stadium, Mullanpur",spin-friendly,Rajasthan Royals,field,Rajasthan Royals
1268,2023,Lucknow Super Giants,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Punjab Kings
1269,2024,Gujarat Titans,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,bat,Gujarat Titans
1270,2025,Chennai Super Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1271,2016,Mumbai Indians,Rajasthan Royals,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Mumbai Indians
1272,2017,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",balanced,Lucknow Super Giants,field,Lucknow Super Giants
1273,2018,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,bat,Chennai Super Kings
1274,2019,Kolkata Knight Riders,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Kolkata Knight Riders
1275,2020,Royal Challengers Bengaluru,Punjab Kings,"PCA Stadium, Mullanpur",spin-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1276,2021,Punjab Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Punjab Kings,field,Punjab Kings
1277,2022,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1278,2023,Kolkata Knight Riders,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,bat,Chennai Super Kings
1279,2024,Mumbai Indians,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,bat,Mumbai Indians
1280,2025,Chennai Super Kings,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,field,Chennai Super Kings
1281,2016,Rajasthan Royals,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",bowling-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
1282,2017,Delhi Capitals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Delhi Capitals
1283,2018,Delhi Capitals,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1284,2019,Rajasthan Royals,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,field,Rajasthan Royals
1285,2020,Gujarat Titans,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,field,Gujarat Titans
1286,2021,Delhi Capitals,Gujarat Titans,"Eden Gardens, Kolkata",balanced,Delhi Capitals,field,Gujarat Titans
1287,2022,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
1288,2023,Sunrisers Hyderabad,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Rajasthan Royals,bat,Rajasthan Royals
1289,2024,Delhi Capitals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,field,Delhi Capitals
1290,2025,Mumbai Indians,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,bat,Mumbai Indians
1291,2016,Chennai Super Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",batting,Chennai Super Kings,field,Chennai Super Kings
1292,2017,Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,field,Gujarat Titans
1293,2018,Punjab Kings,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,bat,Punjab Kings
1294,2019,Sunrisers Hyderabad,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,bat,Sunrisers Hyderabad
1295,2020,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Mumbai Indians,bat,Kolkata Knight Riders
1296,2021,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
1297,2022,Rajasthan Royals,Mumbai Indians,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,bat,Mumbai Indians
1298,2023,Kolkata Knight Riders,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,field,Lucknow Super Giants
1299,2024,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",bowling-friendly,Chennai Super Kings,bat,Chennai Super Kings
1300,2025,Mumbai Indians,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1301,2016,Gujarat Titans,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",batting,Gujarat Titans,bat,Royal Challengers Bengaluru
1302,2017,Sunrisers Hyderabad,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,bat,Lucknow Super Giants
1303,2018,Lucknow Super Giants,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
1304,2019,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,bat,Rajasthan Royals
1305,2020,Mumbai Indians,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Mumbai Indians,field,Mumbai Indians
1306,2021,Kolkata Knight Riders,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
1307,2022,Lucknow Super Giants,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
1308,2023,Lucknow Super Giants,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Lucknow Super Giants,field,Gujarat Titans
1309,2024,Chennai Super Kings,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Chennai Super Kings
1310,2025,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1311,2016,Chennai Super Kings,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1312,2017,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1313,2018,Gujarat Titans,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
1314,2019,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1315,2020,Chennai Super Kings,Gujarat Titans,"PCA Stadium, Mullanpur",spin-friendly,Chennai Super Kings,bat,Chennai Super Kings
1316,2021,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",bowling-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1317,2022,Royal Challengers Bengaluru,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Gujarat Titans
1318,2023,Delhi Capitals,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,field,Delhi Capitals
1319,2024,Rajasthan Royals,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Mumbai Indians,bat,Mumbai Indians
1320,2025,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",bowling-friendly,Lucknow Super Giants,field,Gujarat Titans
1321,2016,Delhi Capitals,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
1322,2017,Rajasthan Royals,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",batting,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1323,2018,Chennai Super Kings,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Lucknow Super Giants,field,Chennai Super Kings
1324,2019,Punjab Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,bat,Punjab Kings
1325,2020,Punjab Kings,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
1326,2021,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1327,2022,Gujarat Titans,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,bat,Royal Challengers Bengaluru
1328,2023,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,bat,Mumbai Indians
1329,2024,Delhi Capitals,Rajasthan Royals,"PCA Stadium, Mullanpur",bowling-friendly,Delhi Capitals,field,Delhi Capitals
1330,2025,Lucknow Super Giants,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,field,Gujarat Titans
1331,2016,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,bat,Mumbai Indians
1332,2017,Chennai Super Kings,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,bat,Chennai Super Kings
1333,2018,Punjab Kings,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",balanced,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1334,2019,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Mumbai Indians,field,Rajasthan Royals
1335,2020,Rajasthan Royals,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Rajasthan Royals
1336,2021,Punjab Kings,Sunrisers Hyderabad,"Ekana Stadium, Lucknow",bowling-friendly,Sunrisers Hyderabad,field,Punjab Kings
1337,2022,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1338,2023,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,field,Kolkata Knight Riders
1339,2024,Lucknow Super Giants,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,field,Lucknow Super Giants
1340,2025,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,field,Royal Challengers Bengaluru
1341,2016,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1342,2017,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,bat,Rajasthan Royals
1343,2018,Punjab Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Punjab Kings,field,Delhi Capitals
1344,2019,Punjab Kings,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,bat,Punjab Kings
1345,2020,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",balanced,Chennai Super Kings,field,Chennai Super Kings
1346,2021,Punjab Kings,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",spin-friendly,Lucknow Super Giants,field,Punjab Kings
1347,2022,Royal Challengers Bengaluru,Mumbai Indians,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,field,Mumbai Indians
1348,2023,Gujarat Titans,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Gujarat Titans
1349,2024,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",balanced,Delhi Capitals,field,Delhi Capitals
1350,2025,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",batting,Rajasthan Royals,field,Rajasthan Royals
1351,2016,Chennai Super Kings,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1352,2017,Lucknow Super Giants,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",batting,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1353,2018,Lucknow Super Giants,Delhi Capitals,"Eden Gardens, Kolkata",bowling-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
1354,2019,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1355,2020,Chennai Super Kings,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
1356,2021,Punjab Kings,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1357,2022,Chennai Super Kings,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",spin-friendly,Mumbai Indians,field,Chennai Super Kings
1358,2023,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Rajasthan Royals
1359,2024,Rajasthan Royals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",pace-friendly,Lucknow Super Giants,field,Rajasthan Royals
1360,2025,Lucknow Super Giants,Mumbai Indians,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
1361,2016,Chennai Super Kings,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Chennai Super Kings
1362,2017,Kolkata Knight Riders,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Mumbai Indians
1363,2018,Punjab Kings,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Royal Challengers Bengaluru
1364,2019,Sunrisers Hyderabad,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Gujarat Titans
1365,2020,Lucknow Super Giants,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Sunrisers Hyderabad
1366,2021,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,field,Rajasthan Royals
1367,2022,Gujarat Titans,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,bat,Gujarat Titans
1368,2023,Sunrisers Hyderabad,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Sunrisers Hyderabad,field,Chennai Super Kings
1369,2024,Sunrisers Hyderabad,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Sunrisers Hyderabad,field,Chennai Super Kings
1370,2025,Delhi Capitals,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Delhi Capitals
1371,2016,Kolkata Knight Riders,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,field,Kolkata Knight Riders
1372,2017,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1373,2018,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Delhi Capitals,bat,Delhi Capitals
1374,2019,Mumbai Indians,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Kolkata Knight Riders
1375,2020,Chennai Super Kings,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Chennai Super Kings,bat,Delhi Capitals
1376,2021,Kolkata Knight Riders,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",balanced,Royal Challengers Bengaluru,field,Kolkata Knight Riders
1377,2022,Mumbai Indians,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,field,Mumbai Indians
1378,2023,Lucknow Super Giants,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Royal Challengers Bengaluru
1379,2024,Chennai Super Kings,Mumbai Indians,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Mumbai Indians,field,Mumbai Indians
1380,2025,Chennai Super Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,bat,Lucknow Super Giants
1381,2016,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,field,Chennai Super Kings
1382,2017,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",balanced,Chennai Super Kings,field,Chennai Super Kings
1383,2018,Gujarat Titans,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Chennai Super Kings,bat,Gujarat Titans
1384,2019,Gujarat Titans,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",pace-friendly,Gujarat Titans,field,Gujarat Titans
1385,2020,Royal Challengers Bengaluru,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Royal Challengers Bengaluru,field,Mumbai Indians
